# gramatica
Q | राम ＿＿ किताब पढ़ी। | ने | को | से | में | सकर्मक क्रिया के भूतकाल में कर्ता के साथ ने: राम ने किताब पढ़ी।
Q | साक्षात्कार में उत्तर नहीं आता। क्या कहेंगे? | ठीक से नहीं जानता, पर पता करके आपको बताऊँगा। | पता नहीं। | कोई विचार नहीं। | किसी और से पूछिए। | पेशेवर उत्तर।
Q | रेस्तराँ में बिल माँगना है। क्या कहेंगे? | क्या हम बिल ले सकते हैं, कृपया? | बिल! | बिल दे दो। | अब पैसे लो जल्दी। | विनम्र अनुरोध।
Q | बातचीत समाप्त करनी है। क्या कहेंगे? | आपसे बात करके अच्छा लगा, पर अब मुझे चलना होगा। | मैं जा रहा हूँ। | बस बहुत बातें हुईं। | अलविदा, बोर हो गया। | विनम्र समापन।
Q | स्पष्टीकरण शुरू करना है। क्या कहेंगे? | मैं संक्षेप में समझाना चाहूँगा कि यह कैसे काम करता है। | मैं जल्दी समझाता कैसे। | समझाना मैं अब। | ऐसा ही है। | औपचारिक भूमिका।
Q | प्रस्तुति समाप्त करनी है। क्या कहेंगे? | ध्यान से सुनने के लिए धन्यवाद; आपके प्रश्नों का स्वागत है। | खत्म। | बस इतना ही, फिर मिलेंगे। | समाप्त, जाइए। | प्रस्तुति का समापन।
Q | किसी बात पर ज़ोर देना है। क्या कहेंगे? | मैं इस बात पर ज़ोर देना चाहता हूँ कि सुरक्षा सबसे पहले है। | सुरक्षा सुरक्षा है। | मैं ज़ोर सुरक्षा। | मैं सुरक्षा। | ज़ोर देना।
Q | उदाहरण देना है। क्या कहेंगे? | उदाहरण के लिए, नई बस-सेवा को देखिए। | उदाहरण बस। | बस नया उदाहरण है। | उदाहरण बस से। | उदाहरण।
Q | अनिश्चितता जतानी है। क्या कहेंगे? | मुझे पूरा यक़ीन नहीं, पर शायद मंगलवार है। | मंगलवार यक़ीन नहीं। | मंगलवार पक्का नहीं मैं। | मैं नहीं मंगलवार। | अनिश्चितता।
Q | सलाह देनी है। क्या कहेंगे? | आपकी जगह होता तो मैं यह प्रस्ताव स्वीकार कर लेता। | स्वीकार करो। | तुम्हें स्वीकार करना होगा। | प्रस्ताव स्वीकार अब। | सलाह।
Q | व्यावसायिक भोज के बाद विदा लेनी है। क्या कहेंगे? | निमंत्रण के लिए धन्यवाद; शाम बहुत सुखद रही। | धन्यवाद, चलो। | मैं घर जा रहा हूँ। | भोजन ठीक-ठाक था। | औपचारिक विदा।
Q | नरमी से आलोचना करनी है। क्या कहेंगे? | मुझे लगता है रिपोर्ट थोड़ी और विस्तृत हो सकती थी। | रिपोर्ट खराब है। | आपकी रिपोर्ट किसी काम की नहीं। | यह बेकार है। | कोमल आलोचना।
Q | वादा करना है। क्या कहेंगे? | मैं सुनिश्चित करूँगा कि सोमवार तक रिपोर्ट आपकी मेज़ पर हो। | रिपोर्ट शायद सोमवार। | कोई वादा नहीं, सोमवार। | सोमवार रिपोर्ट संभव। | वादा।
Q | किसी को बोलने के लिए आमंत्रित करना है। क्या कहेंगे? | श्रीमती वेबर, आप क्या सोचती हैं? | वेबर, बोलो। | जल्दी बोलिए। | वेबर, अभी। | विनम्र आमंत्रण।
Q | समझ की अपेक्षा करनी है। क्या कहेंगे? | कृपया समझें कि हमें बैठक टालनी पड़ी। | समझिए। | बैठक टली, बस। | आपको समझना होगा। | समझ का अनुरोध।
Q | आश्चर्य व्यक्त करना है। क्या कहेंगे? | सच? मुझे तो बिल्कुल पता नहीं था! | तुम झूठ बोलते हो। | असंभव बात। | यह मुझे चौंकाता है मैं। | आश्चर्य।
Q | पेय की पेशकश करनी है। क्या कहेंगे? | क्या मैं आपके लिए चाय ला सकता हूँ? | चाय पियो। | तुम चाय चाहते हो। | चाय लो। | विनम्र पेशकश।
Q | कोई मदद की पेशकश करे। क्या उत्तर देंगे? | आपकी बड़ी कृपा, पर मैं खुद सँभाल लूँगा। | मुझे तुम्हारी ज़रूरत नहीं। | नहीं। | छोड़ो मुझे। | विनम्र इनकार।
Q | अपनी राय नरम करनी है। क्या कहेंगे? | हो सकता है यह उपाय अकेले पर्याप्त न हो। | यह कभी पर्याप्त नहीं। | सब जानते हैं। | बस ऐसा ही है। | नरमी।
Q | दो विकल्पों की तुलना करनी है। क्या कहेंगे? | एक ओर यह सस्ता है, दूसरी ओर कम टिकाऊ। | सस्ता और टिकाऊ नहीं। | सस्ता या टिकाऊ। | एक है, दूसरा नहीं। | तुलना।
Q | विषय बदलना है। क्या कहेंगे? | वैसे, क्या आपने नई परियोजना के बारे में सुना? | दूसरी बात। | बस, विषय। | विषय बदलो। | विषय-परिवर्तन।
Q | किसी शब्द का अर्थ पूछना है। क्या कहेंगे? | इस शब्द से ठीक-ठीक आपका क्या आशय है? | शब्द समझाओ। | शब्द क्या। | मैं नहीं समझता। | स्पष्टीकरण।
Q | मुलाक़ात की पुष्टि करनी है। क्या कहेंगे? | तो हम गुरुवार को दस बजे मिलते हैं। | गुरुवार दस हम। | गुरुवार, मैं आऊँगा। | गुरुवार दस तुम। | पुष्टि।
Q | कोई बुरी खबर सुनाता है। क्या कहेंगे? | मुझे बहुत खेद है। क्या मैं आपके लिए कुछ कर सकता हूँ? | यह आपकी गलती है। | कोई बात नहीं। | ज़िंदगी ऐसी ही है। | सहानुभूति।
Q | शांति से रहने का अनुरोध करना है। क्या कहेंगे? | क्या आप कृपया थोड़ा धीरे बोल सकते हैं? | चुप! | मुँह बंद करो। | शोर मत करो। | विनम्र अनुरोध।
Q | किसी की सहमति पूछनी है। क्या कहेंगे? | क्या आप इससे सहमत हैं? | सहमत? | सहमत आप यह? | हाँ या नहीं? | विनम्र प्रश्न।
Q | खेद प्रकट करना है। क्या कहेंगे? | मुझे बहुत खेद है कि हम किसी समझौते पर नहीं पहुँच सके। | खेद समझौता नहीं। | समझौता नहीं हुआ, अफ़सोस। | बात नहीं बनी, हाय। | औपचारिक खेद।
Q | देर से आने पर क्षमा माँगनी है। क्या कहेंगे? | देरी के लिए क्षमा कीजिए; ट्रेन लेट हो गई थी। | देर क्षमा। | मैं लेट हूँ, हाँ। | देर ट्रेन मैं। | औपचारिक क्षमा।
Q | सार प्रस्तुत करना है। क्या कहेंगे? | संक्षेप में, हमें लचीला रहना होगा। | सार हम लचीले। | अंत लचीले। | सब लचीला, बस। | सारांश।
Q | समय माँगना है। क्या कहेंगे? | क्या मैं कल तक सोच सकता हूँ? | कल सोचता हूँ। | कल सोचना तुम। | सोचना नहीं। | समय का अनुरोध।
Q | किसी का परिचय कराना है। क्या कहेंगे? | मैं आपको अपनी सहकर्मी श्रीमती वेबर से मिलवाता हूँ। | यह वेबर है, देखो। | श्रीमती वेबर, आप। | सहकर्मी वेबर यहाँ। | परिचय।
Q | उपहार के लिए धन्यवाद देना है। क्या कहेंगे? | यह आपकी बड़ी कृपा है, बहुत-बहुत धन्यवाद! | उपहार धन्यवाद। | मेरे पास उपहार है। | ठीक है, हाँ। | कृतज्ञता।
Q | कथन को प्रमाण से पुष्ट करना है। क्या कहेंगे? | इसे मौजूदा आँकड़ों से सिद्ध किया जा सकता है। | बस मान लीजिए। | आँकड़े वही हैं। | सब यही कहते हैं। | प्रमाण।
Q | सहकर्मी को फ़ोन करना है। क्या कहेंगे? | नमस्ते, क्या मैं श्रीमती वेबर से बात कर सकता हूँ? | वेबर, अभी! | मुझे वेबर चाहिए। | वेबर को दो। | विनम्र फ़ोन।
Q | बैठक में बोलने की अनुमति लेनी है। क्या कहेंगे? | यदि अनुमति हो तो मैं एक टिप्पणी करना चाहूँगा। | मेरी बारी। | मेरी सुनिए! | अब मैं बोलता हूँ। | बोलने की अनुमति।
Q | मुलाक़ात टालने का अनुरोध करना है। क्या कहेंगे? | क्या हमारी मुलाक़ात अगले सप्ताह के लिए टाली जा सकती है? | मुलाक़ात अगले सप्ताह तुम। | मैं टाल देता हूँ, ठीक। | मुलाक़ात चली गई। | विनम्र अनुरोध।
Q | शर्त के साथ सहमति देनी है। क्या कहेंगे? | सिद्धांत रूप में मैं सहमत हूँ, पर मुझे जोखिम दिखता है। | मैं सहमत नहीं हूँ, हाँ। | ठीक है, पर नहीं। | हाँ और नहीं कुछ नहीं। | सशर्त सहमति।
